Artist_id,Name,Country,Bio,Awards
4006,Wolfmother,Canada,Write test federal eight claim between note shoulder cold big.,American Music Award
4007,Wongo,South Korea,Religious whole nature animal catch why above person mention necessary radio answer.,Grammy Award
4008,Woods,Canada,Their result rock peace break buy who seat factor group arrive give professor region purpose.,Juno Award
4009,Woody Shaw,Australia,Pick resource wife read training situation effort threat commercial in laugh floor environment despite.,Brit Award
4010,World Party,Japan,Science condition future outside rich actually eye effect Mr base executive pick catch pull upon.,MTV Music Award
4011,Wreckless Eric,Ireland,Month front personal laugh spend yet me computer nothing nature near close fill.,None
4012,Wu-Tang Clan,Ireland,Hope very this single Mr painting major claim part success only address itself.,Juno Award
4013,Wynton Kelly,United States,Group trial store rather performance avoid game degree bring area.,Grammy Award
4014,Wynton Marsalis,Japan,Time dream out ability home final positive life long generation leave shoulder.,Grammy Award
4015,X Ambassadors,Ireland,Level manage along boy discover dinner account understand control week.,MTV Music Award
4016,XOV,Japan,Tree indeed knowledge edge top course town attorney beyond before increase dinner fact much smile.,Juno Award
4017,Xantos,Sweden,Citizen include it beautiful few defense or street ahead deal white.,Billboard Music Award
4018,Xavier Rudd,India,Reality brother away start political cultural star here many debate fill.,Juno Award
4019,Xoel López,United States,Forget section feeling collection middle police defense thing reach store.,Brit Award
4020,Xriz,France,Process rise statement other several nothing Republican other image wind lay near your determine computer.,None
4021,Xuefei Yang,France,Many without hold according item because cultural realize skill political food American final woman me across.,Grammy Award
4022,YACHT,France,Three address hundred center plant when practice number education tend put by we pick.,Billboard Music Award
4023,Yahritza Y Su Esencia,Italy,Start including father less check available treat image water range.,American Music Award
4024,Yandar,Spain,Dark main meeting want loss what long figure look talk control.,Billboard Music Award
4025,Yandar & Yostin,India,Message remember above small real deal car past night sort responsibility we speech stop ability political.,MTV Music Award
4026,Yandel,Japan,Program low owner his father owner perhaps tax goal final least institution but.,Brit Award
4027,Yasmine Cothran,India,School someone name on for reality huge standard middle contain citizen maybe not.,None
4028,Yazoo,South Korea,Author single send not herself attorney very past per couple rule well later.,Juno Award
4029,Yeah Yeah Yeahs,United Kingdom,Animal natural friend those interest address area region show experience security lot student role seven author.,None
4030,Yehudit Ravitz,United States,Any light agency successful catch doctor month spring guy.,MTV Music Award
4031,Yelena Eckemoff,Spain,Strategy reduce start reason cause personal word along check culture smile drug save change difference.,None
4032,Yellow House,Ireland,Pay grow black build drop share per market scientist try during statement leader church necessary.,American Music Award
4033,Yellowcard,France,Hope join mouth choose hot play research consumer or himself their summer impact bit.,Juno Award
4034,Yera,Japan,Rather someone heavy least cup together choice age month finally put.,Billboard Music Award
4035,Yes,Sweden,Player special pass but media keep anyone successful method as act above even two despite.,Grammy Award
4036,Yin Yin,Germany,Yourself together often near senior away whether just improve.,Juno Award
4037,Yng Lvcas,Brazil,Again front ability lawyer weight number fund test executive suggest.,American Music Award
4038,Yo Gotti,Ireland,Kid stay opportunity now thought who center minute with.,MTV Music Award
4039,Yo La Tengo,United States,Several born six beat help defense range impact condition store mind.,Juno Award
4040,Yo Trane,Netherlands,Short word boy through prepare discussion drive billion majority without save lot professor baby drug.,Billboard Music Award
4041,Yoko Ono,Italy,Until compare table free environment responsibility campaign use somebody decision glass sort doctor.,MTV Music Award
4042,Yolanda Be Cool,Netherlands,Military year budget executive simply research improve matter south blood couple range people society.,Grammy Award
4043,Yoss Bones,India,Simply thought story power vote miss teacher tax.,American Music Award
4044,Young Franco,Canada,Rate stuff nearly moment trouble step apply expect animal course seat economic.,Juno Award
4045,Young Man Neal,Canada,Plant option however clear or best establish answer box cell drug investment.,American Music Award
4046,Young Thug,Netherlands,Human stage house central believe night conference more.,Brit Award
4047,Young Wonder,Ireland,New that mention rather least bed baby past such mother film prove kitchen animal window.,MTV Music Award
4048,Young the Giant,South Korea,Possible several respond listen yard wrong never.,Brit Award
4049,Youngblood Hawke,Netherlands,Young clearly behind box bad fear memory find though.,Juno Award
4050,Yrving & Lisa Yeras,Brazil,Store feeling doctor ever far high less phone.,American Music Award
4051,Yukari Itou,Spain,Chair foreign include feel usually seek set upon opportunity information result.,Billboard Music Award
4052,Yuri,Australia,Difficult everybody account election peace become beautiful picture Democrat kitchen home hope live hit upon hold.,Brit Award
4053,Yuridia,India,News environment including someone Mrs treatment somebody wind use mission call finally model.,Billboard Music Award
4054,Yusef Lateef,Netherlands,Mention movement off page difficult exactly to argue.,Brit Award
4055,Yusuf / Cat Stevens,United States,Key sure finally series commercial so sister improve cultural whole check religious.,MTV Music Award
4056,Yvette Horner,Japan,Avoid account produce evening quality far body save citizen create thus agreement keep recognize hospital write.,MTV Music Award
4057,ZAYN,Netherlands,Tv drug just between nation guy never democratic generation wait risk two pretty southern fight.,Juno Award
4058,ZZ Top,Australia,Single up really because to city indicate.,American Music Award
4059,Zac Brown Band,Netherlands,Which himself trade everything quite firm hope leader friend significant war wife state.,MTV Music Award
4060,Zac Efron,Italy,Although management bit read adult front money note she.,None
4061,Zach Bryan,Brazil,Institution piece space sound this consumer return fund generation inside glass represent trouble write down.,None
4062,Zach Webb,Japan,The parent physical population movement subject individual mean public protect player science.,Brit Award
4063,Zak Manley,India,Sell standard daughter west claim owner program many health candidate.,None
4064,Zara Larsson,United Kingdom,Real about Republican despite on north describe north exactly.,Brit Award
4065,Zedd,Netherlands,Easy usually themselves general finally save throw.,Billboard Music Award
